,id,sentence1,sentence2,label,pred,TP,FP,TN,FN
753,754,"However , Romuald intercepted and destroyed part of the Roman army in Forino , between Avellino and Salerno .","However , Romuald intercepted part of the Roman army at Forino , between Avellino and Salerno , and destroyed it .",1,0,,,,
757,758,"Xavi has won 31 trophies , only surpassed by Andrés Iniesta as the most successful Spanish player in history .",Xavi has won 31 trophies and was only surpassed by Andrés Iniesta as the most successful Spanish player in history .,1,1,,,,
759,760,"After playing in England for Millwall , Clapton Orient and Chelmsford City , Walsingham moved to Italy to play with Genoa and Bologna .","Having played for Millwall , Clapton Orient and Chelmsford City in England , Walsingham moved to Italy to play with Genoa and Bologna .",1,0,,,,
761,762,"The Ellesmere Island contains Canada 's northernmost point , Cape Columbia at 83 ° 6 ′ 41 `` N .","Ellesmere Island contains Canada 's northernmost point , Cape Columbia at 83 ° 6 ′ 41 `` N .",1,0,,,,
762,763,"On October 15 , at the Bell Centre in Montréal , IBF Super - Middleweight - Champion Lucian Bute achieved an impressive ninth round KO over mandatory challenger Jesse Brinkley .","On October 15 , at the Bell Centre in Montréal , IBF Super Middleweight Champion Lucian Bute scored an impressive ninth round KO over mandatory challenger Jesse Brinkley .",1,0,,,,
763,764,It operates as train number 12009 from Ahmedabad Junction to Mumbai Central and as train number 12010 in the reverse direction .,It runs as train number 12009 from Mumbai Central to Ahmedabad Junction and as train number 12010 in the opposite direction .,0,0,,,,
764,765,The smallest number that can be presented as a sum of four different powers in two positive and seventh ways is 2056364173794800 .,The smallest number that can be represented in two different ways as a sum of four positive seventh powers is 2056364173794800 .,0,1,,,,
765,766,"Eurico ( born September 23 , 1984 in Toledo ) , known as Eurico Alessandro Degaspari , is a Brazilian footballer who plays as defender of the left for Piracicaba .","Eurico ( born September 23 , 1984 in Toledo ) , known as Eurico Alessandro Degaspari , is a Brazilian footballer who plays as left back for Piracicaba .",1,0,,,,
766,767,"On a scale of 0 ( very clean ) to 10 ( highly corrupt ) , the Corruption Perceptions Index marked Zimbabwe 2.0 .",On a scale of 0 ( highly corrupt ) to 10 ( very clean ) marked the corruption perception index Zimbabwe 2.0 .,0,0,,,,
767,768,"On July 30 , 2012 , Corrêa was announced to have a test with Middlesbrough FC after being recommended by Club legend Juninho Paulista to manager Tony Mowbray .","On July 30 , 2012 , it was announced that Juninho Paulista will have a test with Middlesbrough FC after being recommended by Club legend Corrêa to manager Tony Mowbray .",0,0,,,,
768,769,From perhaps the 25th century BC through to the 7th century AD it was an integral part of Assyria .,It was an integral part of Assyria from perhaps the 25th century BC to the 7th century A.D .,1,0,,,,
769,770,"Cool winds come from the local Calanterique - forest and from the immense Cordillera Montecillos , a biological reserve on the southern edge of the valley .","From the giant Calanterique - forest and from the local Cordillera Montecillos , a biological reserve on the southern edge of the valley , cool winds flow .",0,0,,,,
770,771,"Knavesmire Primary School is located on Campleshon Road , at the southern end of Knavesmire Road .","The Knavesmire Primary School is situated on Campleshon Road , at the southern end of Knavesmire Road .",1,0,,,,
771,772,"He moved to Allegheny County , Pennsylvania , and later to Pike , New York , and continued the practice of law .","He moved to Allegheny County , Pennsylvania , and later to Pike , New York , and continued the practice of law . Held various local offices .",1,1,,,,
772,773,"Wallace was born in Church Hill , Maryland . He died in Haverford , Pennsylvania .","Wallace was born in Haverford , Pennsylvania and died in Church Hill , Maryland .",0,0,,,,
773,774,He was the son of Ivan Lorković and the sibling of Mladen Lorković .,He was the son of Ivan Lorković and the brother of Mladen Lorković .,1,1,,,,
775,776,"By contrast , the Allemanists insisted on the autonomy of the trade unions and saw the extra-parliamentary party merely as the political representative of the socialist workers ’ movement .","By contrast , the Allemanists insisted on the autonomy of the trade unions and saw the socialist party merely as the political representative of the extra-parliamentary workers ' movement .",0,0,,,,
776,777,"He built weapon factories for Vtorov and Mikhelson in electrostal , Zatishye ( Moscow , Serpukhov ) and Bogorodsk ( Noginsk ) .","He built weapons factories for Vtorov and Mikhelson in Moscow , Serpukhov , Zatishye , Bogorodsk ( Noginsk ) .",0,0,,,,
778,779,"Republican authors read an abstract ideal of the classical government in the Enlightenment period , based on hierarchical social orders of king , aristocracy , and civil society .","The classical authors read in the Enlightenment period taught an abstract ideal of republican government based on hierarchical social orders of king , aristocracy and commoners .",0,0,,,,
779,780,"In many countries , he participated in Vic and fought for Armenia at the 2000 Olympic Games in Sydney , Australia .","He fought in many countries and participated in the 2000 Olympic Games in Sydney , Australia , for Armenia .",0,0,,,,
780,781,Three public policies are relevant in the general conflict system :,Three public policies are relevant in the general system of conflict :,1,1,,,,
781,782,"Lex Davison won his second AGP a victory , which he shared as a relief driver after Bill Patterson was using it .",Bill Patterson won his second AGP a victory he shared after using Lex Davison as a relief driver .,0,0,,,,
782,783,He served in the 12th Congress and in the 11th Congress .,He served in the 12th Congress and the 11th Congress .,1,1,,,,
783,784,"It is written by Static Major and Timothy Mosley , and produced by Timbaland .",She was written by Timbaland and produced by Static Major and Timothy Mosley .,0,0,,,,
785,786,"He is a fan of his home city , Dallas Cowboys , while his twin brother is a fan of the rival Philadelphia Eagles .",He is a fan of his hometown Philadelphia Eagles while his twin brother is a fan of the rival Dallas Cowboys .,0,0,,,,
786,787,The river Cuşma is a tributary of the Dorolea River in Romania .,The river Dorolea is a tributary of the Cuşma River in Romania .,0,0,,,,
788,789,"Henri Dobler was born in Marseille in 1863 , and his parents sold silk and textiles in Switzerland .",Henri Dobler was born in 1863 in Switzerland . His parents sold silk and textiles in Marseille .,0,0,,,,
789,790,He was closely followed the next year by a Portuguese expedition led by the Spanish explorer Estêvão Gomes .,"The following year , he was closely followed by a Portuguese expedition by the Spanish explorer Estêvão Gomes .",1,0,,,,
790,791,"During that period , there were several competing organisations on the radical - Republican side of Irish politics .","During this period , there have been several competing organisations on the Irish side of radical Republican politics .",0,0,,,,
791,792,Ruffell was employed as an engineer in Southampton Docks and died on 3 October 1940 in Southampton on his 73rd birthday .,Ruffell was employed as an engineer in Southampton and died on 3 October 1940 on his 73rd birthday in the Southampton Docks .,0,0,,,,
792,793,"Rededi , Rededia , Rededya , or Ridada ( died in 1022 ) was a legendary leader of the Kassogians , a Circassian tribe from the North Caucasus .","Rededi , Rededia , Kassogians or Ridada ( died in 1022 ) was a legendary leader of the Rededya , a Circassian tribe from the North Caucasus .",0,1,,,,
793,794,"To read about the background to these events , see the history of Malaysia .","To read about the background to these events , see Malaysia 's history .",0,1,,,,
798,799,"The brewery produces eight standard beers and three seasonal beers . The standard beers Natte , Zatte , Columbus , and Struis are certified organic .","The brewery produces eight standard beers and three seasonal beers , the standard Natte , Zatte , Columbus and Struis beers are bio-certified .",1,0,,,,
799,800,An independent analysis postulates that alternative vowels no longer exist in Standard Polish as nasal phonemes .,An alternative analysis postulates that nasal vowels in standard Polish no longer exist like independent phonemes .,0,0,,,,
801,802,"It has been awarded to military personnel , Qantas crews , civil medical staff and embassy personnel .","It has been awarded to civilian medical personnel , Qantas crews , military personnel , and Embassy staff .",1,0,,,,
802,803,"A panicked Arthur recognizes what Adam wants and tries to escape , but is forced to touch Arthur 's hand .","A panicked Adam recognizes what Arthur wants and tries to escape , but is forced to touch Arthur 's hand .",0,0,,,,
803,804,"It is by car to the north of Paris , east of the Channel , south of Brussels and south of Amsterdam .","By car , it is south of Paris , east of the English Channel , south of Brussels , and north of Amsterdam .",0,0,,,,
804,805,"The alveolar ejective is a kind of consonantal sound that is used in some spoken languages The symbol in the International Phonetic Alphabet , which is this sound .","The alveolar ejective is a type of consonantal sound , used in some spoken languages . The symbol in the International Phonetic Alphabet that represents this sound is .",1,0,,,,
805,806,The river Dorolea is a tributary of the Cuşma River in Romania .,The Cuşma River is a tributary of the Dorolea River in Romania .,0,0,,,,
807,808,"Charles Farrer was born in London , the younger brother of the Farrer artist .","Thomas Charles Farrer was born in London , the younger brother of artist Farrer .",1,0,,,,
808,809,From Bahawalnagar to Karachi and vice versa Delhi used to run trains .,The trains used to run from Karachi to Delhi and vice versa via Bahawalnagar .,0,0,,,,
809,810,Gwendolyn has released four children 's albums as `` Gwendolyn and the Good Time Gang '' :,Good Time has released four children 's albums as '' Gwendolyn and the Gwendolyn `` .,0,0,,,,
810,811,The Grui River is a tributary of the River Amaradia in Romania .,The Amaradia River is a tributary of the River Grui in Romania .,0,0,,,,
812,813,"Because of its status as a weak Lewis base , strontium carbonate can be used to produce many different strontium compounds by simple use of the corresponding acid .","Because of its status as a weak Lewis - Base , strontium carbonate can be used to create many different strontium compounds by simple use of the corresponding acid .",1,0,,,,
813,814,John Barrow Island is a member of the Canadian archipelago of Arctic and the Queen Elizabeth Islands in the Nunavut area .,John Barrow Island is a member of the Canadian Arctic Archipelago and the Queen Elizabeth Islands in the territory of Nunavut .,1,0,,,,
814,815,"Since drummer Richard Marcangelo was requested to play with Cliff Richard in a concert tour , he was replaced by Peter May .","Since the drummer wanted to play Richard Marcangelo in a concert tour with Cliff Richard , he was replaced by Peter May .",0,0,,,,
817,818,"24.1 % were of German , 15.2 % Irish , 11.7 % English , 8.2 % American and 6.8 % Italian ancestry according to Census 2000 .","24.1 % were German , 15.2 % Irish , 11.7 % English , 8.2 % of American and 6.8 % Italian descent according to the 2000 census .",1,0,,,,
819,820,"It is the workplace of Hurricane and Frankie ( whom live and work here ) along with Merlin , Theo and Lexi .","It is the workplace of Hurricane and Lexi ( who live here and work here ) together with Merlin , Theo and Frankie .",0,0,,,,
820,821,"Cool winds flow down from the local Calanterique forest and from the immense Cordillera Montecillos , a Biological Reserve on the southern edge of the valley .","Cool winds come from the local Calanterique - forest and from the immense Cordillera Montecillos , a biological reserve on the southern edge of the valley .",1,0,,,,
822,823,"He married Mary Kate ( née Mary Heistand Underwood ) on June 16 , 1948 and had three children : Scotty , Molly and Scott .","On 16 June 1948 he married Mary Heistand Underwood ( born Scott ) and had three children : Scotty , Molly and Mary Kate .",0,0,,,,
823,824,"In January 1131 , he was captured and executed in a forest near Zealand in Ringsted .","In January 1131 , he was captured and executed in a forest near Ringsted in Zealand .",0,0,,,,
824,825,"She produced together with her husband Kadaru Nagabhushanam under the banners of Sri Rajarajeswari films , Rajasri pictures and Sri Varalakshmi films about 25 -- 30 films .","She has produced about 25 -- 30 films along with her husband Kadaru Nagabhushanam under the banners of Sri Rajarajeswari films , Rajasri pictures and Sri Varalakshmi films .",1,0,,,,
826,827,"In 1950 , Small produced a package of 26 films he sold to be shown on American television through his Peerless Television Productions .","In 1950 , Small sold a package of 26 films that he produced to show about his Peerless Television Productions on American television .",0,0,,,,
827,828,"It was founded in 1982 by Hilton Kramer , former art critic for `` The New York Times '' , and Samuel Lipman , a pianist and music critic .","It was founded in 1982 by Hilton Kramer , a former art critic of the `` New York Times '' , and Samuel Lipman , a pianist and critic of music .",1,0,,,,
828,829,"Waldegrave was the second son of John Waldegrave , 3rd Earl Waldegrave , and Elizabeth ( née Gower ) .","Waldegrave was the second son of John Waldegrave , 3rd Earl Waldegrave and Elizabeth ( nee Gower ) .",1,1,,,,
829,830,"Winkleigh is a small municipality and civil village in Devon , England .","Winkleigh is a civil parish and small village in Devon , England .",0,0,,,,
830,831,The music was composed by Ilaiyaraaja and the lyrics by Vaali were written .,The music was composed by Vaali and the lyrics by Ilaiyaraaja were written .,0,1,,,,
832,833,The 2009 Superstars Series season was the third season of the Campionato Italiano Superstars ( Italian Superstars Championship ) and the sixth season of the International Superstars Series .,The season 2009 Superstars Series was the third season of the Campionato Italiano Superstars ( Italian Superstars Championship ) and the sixth season of the International Superstars Series .,1,0,,,,
833,834,"In 1870 , St. Meinrad became an abbey with Fintan Mundwiler as abbot and Martin Marty as a prior .","St. Meinrad became an abbey in 1870 , with Martin Marty as abbot and Fintan Mundwiler as prior .",0,1,,,,
835,836,"Pierre Pierre Francois Tardieu was born in Paris around 1711 , the son of Jean Tardieu .","Pierre Francois Tardieu was born around 1711 in Paris , son of Jean Tardieu .",1,0,,,,
837,838,The Union of Independents of French Dahomey ( UNIDAHO ) was a Dahomey political party led by Paul Darboux .,The Union of Independents of French Dahomey ( UNIDAHO ) was a political party in Dahomey led by Paul Darboux .,1,1,,,,
838,839,"James Scott , James Alexander Hanson , was born , the second son of James Trickett Hanson ( a Danish immigrant ) and Jim Marchbank .","Jim Marchbank was born James Alexander Hanson , the second son of James Trickett Hanson ( a Danish immigrant ) and Janet Scott .",0,0,,,,
839,840,"In ternary group theory , the extended ternary Golay code is sometimes referred to as the finite Golay code .","In ternary group theory , the expanded ternary golay code is sometimes referred to as the finite golay code .",1,0,,,,
841,842,The first key is cut out on the opposite side of the pipe ( between the 9th and the second key ) .,The 9th key is cut out on the opposite side of the pipe ( between the first and the second keys ) .,0,0,,,,
842,843,"The operation began on 15 June 1993 . It was terminated on 19 June 1996 , and was suspended on 2 October 1996 .",The operation began on 15 June 1993 and was completed on 19 June 1996 and was suspended on 2 October 1996 .,1,0,,,,
843,844,"On December 1 , Tinnish announced that he had withdrawn from his position with Toronto and would stay with Atlanta .","On December 1 , Tinnish announced he had withdrawn from his position with Toronto and would remain with Atlanta .",1,0,,,,
844,845,"In 1981 , the `` E. P. Thompson '' accused the Cold Warrior mentality `` too much early reading of the Lord of the Rings '' .","E. P. Thompson in 1981 , blames the early warrior mentality on `` too much cold reading of The Lord of the Rings '' .",0,0,,,,
846,847,"He showed Cliff Robertson as Philip Nolan , Beau Bridges as Frederick Ingham , Peter Strauss as Arthur Danforth , Robert Ryan as Lt. Cmdr .","It featured Cliff Robertson as Philip Nolan , Beau Bridges as Frederick Ingham , Peter Strauss as Arthur Danforth , Robert Ryan as Lt. Cmdr .",1,1,,,,
847,848,"The 1895 , as well as the later model in 1899 and the early model 99 , used a turning magazine to hold the cartridges .","The 1895 , as well as the early model 1899 and later model 99 , used a lathe magazine to keep the cartridges .",0,0,,,,
848,849,"However , Craig becomes uneasy when John Paul calls Sarah over to join them .","Craig , however , becomes uneasy when John Paul Sarah calls to join them .",0,0,,,,
849,850,He always added his own surname to Bhosle and treated the child like his own son afterwards .,"Afterwards , he added his own surname to Bhosle and always treated the child like his own son .",0,0,,,,
851,852,All observed commemorations below are fixed on 8 Paoni by the Coptic Orthodox Church .,All of the fixed commemorations below are observed by the Coptic Orthodox Church on 8 Paoni .,0,1,,,,
852,853,Tangent equality only applies if none of the angles is 90 ° ( so the value of the last function is always finite ) .,The tangent equality applying only if none of the angles is 90 ° ( so the last function 's value is always finite ) .,1,0,,,,
853,854,Sogndal Fotball is the association football section of Norwegian sports club Sogndal IL from Sogn og Fjordane in Sogndal . The club was founded in 1926 .,Sogndal Fotball is the association of the Norwegian sports club Sogndal IL from Sogn og Fjordane in Sogndal and was founded in 1926 .,1,0,,,,
854,855,The Briscoe Mountain Road comes from right and becomes Sunset Road .,Briscoe Mountain Road comes in from the right and becomes Sunset Road .,1,0,,,,
855,856,Lake Bistineau is an entry point to the Doyline and Lake Bistineau State Park .,Lake Bistineau is an entry point to Doyline and the Lake Bistineau State Park .,1,0,,,,
857,858,"However , Romuald destroyed part of the Roman army at Forino , between Avellino and Salerno , and intercepted it .","Romuald , however , destroyed and destroyed part of the Roman army at Forino , between Avellino and Salerno .",1,0,,,,
860,861,"While the local archives can not be replaced , local universities and various groups in Quebec have collected books for a new Library Mégantic .","While the local archives can not be replaced , local universities and various groups in Quebec have collected books for a new Bibliothèque Mégantic .",0,0,,,,
861,862,"Rices Landing is home to Pumpkin Run Park , which is owned and maintained by the municipality .","Pumpkin Run Park is home to Rices Landing , which is owned and maintained by the community .",0,1,,,,
862,863,He was the son of the astronomer and civil engineer Estevan Fuertes and Mary Stone Perry Fuertes and the brother of naturalist and writer Louis Agassiz Fuertes .,"He was the son of astronomer and civil engineer Estevan Fuertes and Mary Stone Perry Fuertes , and the brother of naturalist and writer Louis Agassiz Fuertes .",1,0,,,,
863,864,Chris Tiu is the second eldest of five children of Jerry and Lianne Tiu .,Lianne Tiu is the second of five children of Jerry and Chris Tiu .,0,1,,,,
864,865,She has been Ambassador of Denmark to Finland since September 2013 .,Since September 2013 she has been Finland 's ambassador to Denmark .,0,0,,,,
865,866,"Mafraq is a village in Al Madinah Province , in western Saudi Arabia .",The province of Al - Madinah is a village in Mafraq in western Saudi - Arabia .,0,0,,,,
867,868,The second fortress was built in stone in 1280 by Alexander ’ s son Dmitry Alexandrovich .,"The second fortress was built in 1280 by Alexander , son of Dmitry Alexandrovich , in stone .",0,0,,,,
868,869,Mount Morris Charter Township is a charter township of Genesee County in the state of Michigan .,Genesee County is a charter community of Mount Morris Charter Township in the U.S. state of Michigan .,0,0,,,,
869,870,She has performed in many cultural festivals in India and has also displayed her talent in major capitals of the world .,She has performed in major festivals in India and has also shown her talent in many cultural capitals of the world .,0,0,,,,
871,872,"According to music journalist Paul Lester , Palmer rose from the northern clubs in England to become `` elegant and sophisticated and become a master of different styles .","According to music journalist Paul Lester , Palmer rose from northern clubs in England to become `` elegant and sophisticated '' and the master of several styles .",1,0,,,,
872,873,The Lenape Native Americans were the historic tribe who occupied the area at the time of European encounter .,The Lenape native Americans were the historic tribe that occupied the area at the time of the European encounter .,1,0,,,,
873,874,"Paul Chamberlin defeated Christo van Rensburg 6 -- 4 , 7 -- 6 , 6 -- 3 .","Paul Chamberlin defeated Christo van Rensburg 6 -- 4 , 7 - 6 , 6 - 3 .",1,1,,,,
874,875,"He arrived together with a British military officer , Whitcomb , and a military engineer , Fenton .","He arrived with a British military officer , Whitcomb , and a military engineer , Fenton .",1,0,,,,
875,876,"Doughty is the informal guardian of a little girl named Lou ( Lucy ) , whom he has left in his car outside the prison .","Lou is the informal guardian of a little girl called Lucy ( Doughty ) , whom he left outside the prison in his car .",0,0,,,,
876,877,The first formal description of the American green fink was given in 1926 by the Vietnamese ornithologist Jean Théodore Delacour under the binomial name of `` Hypacanthis monguilloti '' .,The first formal description of the Vietnamese green fink was carried out in 1926 by the American ornithologist Jean Théodore Delacour under the binomial name `` Hypacanthis monguilloti '' .,0,0,,,,
877,878,"In 1986 , he launched the European Single Act for Luxembourg , which has signed the European internal market .","In 1986 , he launched for Luxembourg the European Single Act , which signed the European single market .",1,0,,,,
878,879,The child 's sex ratio in Kashipur is around 862 compared to the Uttarakhand - state of 890 .,The child sex ratio in Uttarakhand is around 862 compared to the Kashipur state average of 890 .,0,0,,,,
879,880,The music of the film was composed by K. Kalyan and lyrics written by V. Manohar .,The music of the film was composed by K. Kalyan and texts by V. Manohar were written .,1,1,,,,
880,881,Section `` Content allows authors to transmit the type and intent of the content to AutoPlay without AutoPlay having to investigate the media .,The Content section allows authors to examine the type and intent of content to communicate without AutoPlay having to AutoPlay the media .,0,0,,,,
881,882,Moore was an old resident of Ray Bradbury and one of the first people to give advice to Penney when he was a young man .,"Ward Moore was an old roommate of Ray Bradbury , and one of the first people to give Penney writing advice when he was a young man .",1,0,,,,
882,883,It is situated south of Bolu and north of the Köroğlu mountains .,It is situated south of the Köroğlu mountains and north of Bolu .,0,1,,,,
883,884,"On July 30 , 2012 , it was announced that Corrêa should have a test with Middlesbrough FC after being recommended by Club legend Juninho Paulista to manager Tony Mowbray .","On July 30 , 2012 , it was announced that Juninho Paulista will have a test with Middlesbrough FC after being recommended by Club legend Corrêa to manager Tony Mowbray .",0,0,,,,
884,885,The OST is composed by Waqar Ali and sung by the singers Nida Arab and Adeeb Ahmed and well received by the audience .,"The OST is sung by Waqar Ali and composed by the singers Nida Arab and Adeeb Ahmed , which was well received by the audience .",0,0,,,,
885,886,"Born in Shelby County , Alabama , Sawyer moved with his parents to Lee County , Mississippi .","Sawyer , who was born in Lee County , Mississippi , moved with his parents to Shelby County , Alabama .",0,0,,,,
886,887,"Teliana Santos Pereira ( born July 20 , 1988 in Águas Belas ) is a Brazilian tennis player and professional .",Teliana Santos Pereira ( born 20 July 1988 in Águas Belas ) is a Brazilian professional tennis player .,1,0,,,,
887,888,"The second fortress was built in stone in 1280 by Alexander , the son of Dmitry Alexandrovich .",The second fortress was built in stone in 1280 by Alexander ’ s son Dmitry Alexandrovich .,0,0,,,,
889,890,"In the 2011 elections , Gobinda Chandra Roy defeated his nearest rival , Sukh Bilas Barma of AIFB , from the Congress .","In the 2011 elections , Gobinda Chandra Roy of Congress defeated his nearest rival Sukh Bilas Barma of AIFB .",1,0,,,,
890,891,"These pieces were created during the reconstruction of the central pavilion of the castle , Abel Servien , for Louis Le Vau from 1655 to 1658 .","These pieces were created during the reconstruction of the central pavilion of the castle , by Abel Servien , for Louis Le Vau , from 1655 to 1658 .",1,1,,,,
892,893,"Antequera resigned in 1725 and fled to Charcas , while order was seemingly restored in the province .","In 1725 Antequera resigned and fled to Charcas , while in the province the order was apparently restored .",1,0,,,,
893,894,The Cayman Islands Olympic Committee was founded in 1973 and was recognised by the IOC ( International Olympic Committee ) in 1976 .,The Olympic Committee of the Cayman Islands was founded in 1973 and was recognized by the International Olympic Committee ( IOC ) in 1976 .,1,0,,,,
894,895,"Stewartstown is located to the north , Dixville to the east and Columbia to the south .","To the north is Stewartstown , to the east is Columbia and to the south is Dixville .",0,0,,,,
895,896,"The province is characterized by a conservative interpretation of biblical texts and church practice , while some dioceses are more liberal .","The province is distinguished by a liberal interpretation of Biblical texts and church practice , while some dioceses are more conservative .",0,0,,,,
896,897,"She sat on commissions dealing with tourism , culture , and social development , as well as a special commission for regional projects in southern and southeastern Mexico .","She sat in commissions dealing with tourism , culture and social development , as well as a special commission on regional projects in the southern and southeastern part of Mexico .",1,1,,,,
897,898,"In 1922 the Inniskillings moved from India to Shorncliffe , England , and returned to Iraq in 1925 .","In 1922 the Inniskillings moved from India to Iraq and returned to Shorncliffe , England in 1925 .",0,0,,,,
898,899,"Will and Dani sleep together , but he returns to Gypsy and supports her after being raped by Sam Atwell ( Kane Phillips ) .",Will and Gypsy sleep together but he returns to Dani and supports her after she is raped by Kane Phillips ( Sam Atwell ) .,0,0,,,,
899,900,"Petrus Forestus was the son of Jorden van Foreest and Margriet , the daughter of Nanning Beyers .","Margriet was the son of Jorden van Foreest and Petrus Forestus , daughter of Nanning Beyers .",0,1,,,,
900,901,"If their are all zero , then this is classical Liouville equation ( for a closed system ) , which is the quantum analog of the quantum Liouville equation .","If all are zero , then this is the quantum - Liouville - equation ( for a closed system ) , which is the quantum analogue of the classic Liouville equation .",0,0,,,,
902,903,"Robert Freedman plays the acoustic guitar in the song , Liberty DeVitto plays the drums and David Spinozza the horn and string orchestration .","Robert Robert Freedman plays the acoustic guitar in the song , Liberty DeVitto plays the drums and David Spinozza is the horn and string orchestration .",1,0,,,,
903,904,"Aaron Levie was born to a Jewish family from Mercer Island in Washington , a small suburb of Seattle .","Aaron Levie was born to a small family from Mercer Island , a Jewish suburb of Seattle , Washington .",0,1,,,,
904,905,"Sarah Kubitschek had a daughter , Marcia Kubitschek , in 1943 .","In 1943 , Marcia Kubitschek had a daughter , Sarah Kubitschek .",0,0,,,,
905,906,The three Kurdish representatives in the negotiations with the Iranian leadership returned freely to Iran .,Three Iranian representatives in the negotiations with the Kurdish leaders returned freely to Iran .,0,0,,,,
906,907,"Borussia Dortmund were the second German club to win the Intercontinental Cup , after Bayern Munich in 1976 .","After Bayern Munich , Borussia Dortmund was the second German club to win the Intercontinental Cup in 1976 .",1,1,,,,
907,908,"In June 1997 , Armin Kristin Richard met Armstrong .",Armstrong met Kristin Richard in June 1997 .,1,0,,,,
908,909,"In 2014 , Horn was elected to the Michigan Senate from the 32nd District , which includes Saginaw County and the westernmost portion of Genesee County .","In 2014 , Horn was elected to the Senate of Michigan from the 32nd district , which includes Genesee County and the westernmost part of Saginaw County .",0,0,,,,
909,910,"Mechi Zone is a town and village development committee located in Chulachuli , Ilam District in the east of Nepal .",Chulachuli is a town and Village Development Committee in Ilam District in the Mechi Zone of eastern Nepal .,0,0,,,,
910,911,"Buses run from the bus stop to Baildon , Bradford , Cleckheaton , Dewsbury , Elland , Halifax , Huddersfield , Leeds , Wakefield and Shipley .","Buses run from the bus stop to Baildon , Bradford , Cleckheaton , Dewsbury , Leeds , Huddersfield , Elland , Halifax , Wakefield and Shipley .",1,1,,,,
912,913,"Its lowest record temperature was on April 28 , 1981 , while its highest record temperatures was on December 19 , 1981 .","Its highest record temperature was on April 28 , 1981 , while its lowest record temperature was 19 December 1981 .",0,0,,,,
913,914,"The Yarrow Ecovillage is organized in five main components : The organic farm , senior cohousing , mixed use commercial , multigenerational cohousing and a learning centre .","The Yarrow Ecovillage is organized into five main components : the organic farm , multigenerational cohousing , mixed use of commercial , senior citizens - cohousing and a learning centre .",1,0,,,,
914,915,"He had many imitators , including his son Juan de Mesa , who died in 1668 . His students included Alonzo Martínez .","He had many imitators , including his son Alonzo Martínez , who died in 1668 , among his students Juan de Mesa .",0,0,,,,
919,920,"The participants are Argentina , Cuba , Ecuador , Guatemala , Mexico , Nicaragua , Paraguay , Peru & Portugal .","Participants are Argentina , Cuba , Ecuador , Guatemala , Mexico , Nicaragua , Paraguay , Peru & amp ; Portugal .",1,0,,,,
920,921,The US 222 and PA 724 meet in Wyomissing and both meet in Spring Township and Sinking Spring on the US 422 .,The US 222 and the PA 724 meet in Spring Township and both meet in Wyomissing and Sinking Spring on US 422 .,0,0,,,,
922,923,"These players were Juan Maning , Hanamel Hill , Julio Creek , Axel Almanza and Héctor Martinez .","These players were Juan Maning , Hanamel Hill , Julio Creek and Axel Almanza , Héctor Martinez .",1,1,,,,
924,925,"Farry Island is the largest island in Long Lake in Lanark County , Eastern Ontario , Canada , in the Tay Valley municipality .","Farry Island is the largest island in Long Lake in Lanark County in eastern Ontario , Canada in the municipality of Tay Valley .",1,1,,,,
925,926,"On September 8 , 2014 , Harris announced on his Twitter site that David Burtka and he were married on the weekend in Italy .","On September 8 , 2014 , David Burtka announced on his Twitter page that Harris and he had married in Italy at the weekend .",0,0,,,,
926,927,Caven lost against Gary Anderson 3 : 2 in the first round of the PDC World Championship 2010 .,Gary Anderson lost in the first round of the 2010 PDC World Championship to Caven 3 -- 2 .,0,0,,,,
927,928,Wismer married Margaret Rutherford .,Margaret Rutherford married Wismer .,1,1,,,,
928,929,"In 1920 , it absorbed Granville and elected three members under proportional representation .","In 1920 , Granville was elected and absorbed three members under proportional representation .",0,0,,,,
929,930,"He was graduated from Mansfield College in 1872 and from the Legal Department of Cumberland University , Lebanon , Tennessee .","He was graduated from Mansfield College , and from the law department of Cumberland University , Lebanon , Tennessee , in 1872 .",1,0,,,,
930,931,Sankara Kumar is a Telugu film by Debutant Soori in 2001 .,Soori is a 2001 Telugu movie directed by Debutant Sankara Kumar .,0,0,,,,
932,933,"Outside of Europe , the French-style macaron can be found in Canada and the United States .",The French - Style Macaron can be found outside of Canada in Europe and the United States .,0,0,,,,
933,934,"The English team went under the name of Great Britain , even though it consisted only of English players and Scotland participated with their own team .","The English team still went under the name of Great Britain , even though it only consisted of English players and Scotland participated with their own team .",1,1,,,,
934,935,"Kronecker rejected in his analysis the formulation of a continuous , nowhere differentiable function by his colleague Karl Weierstrass .","In the analysis , Kronecker rejected the formulation by his colleague Karl Weierstrass of a differentiable , nowhere universal function .",0,0,,,,
935,936,"The most important rivers of the area are the Willkanuta on the right border of the district and the Sallqa Mayu , one of its western inflows .","The most important rivers of the district are the Willkanuta on the right border of the district and the Sallqa Mayu , one of its western tributaries .",1,1,,,,
936,937,"The municipality is located in eastern Crawford County , bordered to the east by Venango County and to the south by Warren County .",The township is located in eastern Crawford County and is bordered to the east by Venango County and to the south by Warren County .,1,0,,,,
937,938,"Gore claims to be the `` trout capital of Oklahoma '' , with great fishing at Lake Tenkiller , the Illinois River , and the Arkansas River .","Gore claims to be the `` trout capital of Lake Tenkiller '' , with great fish in Oklahoma , the Illinois River , and the Arkansas River .",0,0,,,,
